"seq.name"	"rat.id"	"barcode"	"read.length"	"mean.read.accur"	"median.read.accur"	"sequence.run"	"subject.id"	"percent.ident"	"align.length"	"mismatches"	"gap.opens"	"query.start"	"query.end"	"subject.start"	"subject.end"	"bit.score"	"subject.descr"	"species"	"blast.genus"	"readl.alignl.ratio"	"megan.kingdom"	"megan.phylum"	"megan.class"	"megan.order"	"megan.family"	"megan.genus"
"64e0db25-98ff-44e9-9d2e-283bfeda6451 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=17317 ch=410 start_time=2017-03-24T02:52:14Z barcode=barcode09"	"PW4"	"MNB09"	394	0.889409472370805	0.936904265551981	"March"	"gi|115278525|ref|NC_008360.1|"	89.27	289	31	18	71	344	272756	273041	346.444	"Sorghum bicolor mitochondrion: complete genome"	"Sorghum bicolor"	"Sorghum"	0.733502538071066	"2759"	"35493"	"4447"	"38820"	"4479"	"4557"
"3a7c5dfc-8302-4fa6-9770-4e2cdc6fd1f0 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=213 ch=410 start_time=2017-03-23T06:23:55Z barcode=barcode09"	"PW4"	"MNB09"	453	0.870591881546245	0.920567176527572	"March"	"gi|649132343|ref|NC_024171.1|"	90.42	334	32	21	76	394	792	1119	420.31	"Cenchrus americanus plastid: complete genome"	"Cenchrus americanus"	"Cenchrus"	0.737306843267108	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"01a62309-87ac-410f-988a-4277c80befa7 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=4653 ch=410 start_time=2017-03-23T11:14:53Z barcode=barcode09"	"PW4"	"MNB09"	755	0.914400785845297	0.949881276637273	"March"	"gi|953903337|ref|NC_028457.1|"	86.34	681	93	48	81	744	17672413	17673062	699.154	"Setaria italica strain Yugu1 chromosome VIII: Setaria_italica_v2.0: whole genome shotgun sequence"	"Setaria italica"	"Setaria"	0.901986754966887	"2759"	"35493"	"4447"	"38820"	"4479"	"4554"
"5e13bbf5-4e74-425e-85b9-f87e4c8018f7 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=4123 ch=410 start_time=2017-03-23T10:27:46Z barcode=barcode09"	"PW4"	"MNB09"	478	0.897328197420085	0.936904265551981	"March"	"gi|1201352396|gb|CM007988.1|"	78.33	360	78	27	75	418	90398006	90398354	207.945	"Cenchrus americanus cultivar Tift 23D2B1-P1-P5 chromosome 7: whole genome shotgun sequence"	"Cenchrus americanus"	"Cenchrus"	0.753138075313807	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"05def53e-e7d4-475a-b8ee-895385311caf runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=786 ch=410 start_time=2017-03-23T06:48:29Z barcode=barcode09"	"PW4"	"MNB09"	439	0.888262487051132	0.936904265551981	"March"	"gi|1201357974|gb|CM007984.1|"	77.81	311	69	26	74	370	108835215	108835513	169.165	"Cenchrus americanus cultivar Tift 23D2B1-P1-P5 chromosome 3: whole genome shotgun sequence"	"Cenchrus americanus"	"Cenchrus"	0.708428246013667	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"501ef2b2-d377-4658-a375-c96a7e4495fb runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=7773 ch=410 start_time=2017-03-23T16:49:11Z barcode=barcode09"	"PW4"	"MNB09"	847	0.915734037260846	0.96018928294465	"March"	"gi|1074804966|gb|KX756179.1|"	88.78	731	82	54	71	762	15479	14764	846.886	"Cenchrus americanus chloroplast: complete genome"	"Cenchrus americanus"	"Cenchrus"	0.863046044864227	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"9bcb0c3d-4130-4529-9885-c7099f8375b7 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=3053 ch=411 start_time=2017-03-23T08:59:27Z barcode=barcode09"	"PW4"	"MNB09"	659	0.913571637967277	0.949881276637273	"March"	"gi|1201354130|gb|CM007987.1|"	82.25	383	68	19	209	579	219552206	219552581	313.204	"Cenchrus americanus cultivar Tift 23D2B1-P1-P5 chromosome 6: whole genome shotgun sequence"	"Cenchrus americanus"	"Cenchrus"	0.581183611532625	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"d2e907b2-e592-47d5-87af-cc358296cda9 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=2625 ch=411 start_time=2017-03-23T08:35:19Z barcode=barcode09"	"PW4"	"MNB09"	839	0.911439243725213	0.96018928294465	"March"	"gi|953903333|ref|NC_028458.1|"	83.6	439	72	35	361	779	52686193	52685770	379.683	"Setaria italica strain Yugu1 chromosome IX: Setaria_italica_v2.0: whole genome shotgun sequence"	"Setaria italica"	"Setaria"	0.523241954707986	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"bdc0b338-e4ae-40db-a2d5-f51644ecfafe runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=505 ch=411 start_time=2017-03-23T06:37:05Z barcode=barcode09"	"PW4"	"MNB09"	518	0.889219015443633	0.936904265551981	"March"	"gi|1201362546|gb|CM007982.1|"	84.24	330	52	26	72	382	2548291	2548613	298.431	"Cenchrus americanus cultivar Tift 23D2B1-P1-P5 chromosome 1: whole genome shotgun sequence"	"Cenchrus americanus"	"Cenchrus"	0.637065637065637	"2759"	"35493"	"4447"	"38820"	"4479"	"4583"
"60d0692a-75c7-4391-ae8c-0d33412074a6 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=13446 ch=412 start_time=2017-03-23T19:15:23Z barcode=barcode09"	"PW4"	"MNB09"	469	0.915533441113555	0.949881276637273	"March"	"gi|1032695776|gb|CM004364.1|"	80.73	275	53	34	137	401	11159172	11158922	183.939	"Setaria italica cultivar TT8 chromosome I: whole genome shotgun sequence"	"Setaria italica"	"Setaria"	0.5863539445629	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"ee160da3-2353-4d3f-9863-ab8364cd1731 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=13067 ch=412 start_time=2017-03-23T18:43:33Z barcode=barcode09"	"PW4"	"MNB09"	612	0.908010593054054	0.949881276637273	"March"	"gi|1201356166|gb|CM007986.1|"	75.83	451	109	36	71	507	63891684	63892112	196.865	"Cenchrus americanus cultivar Tift 23D2B1-P1-P5 chromosome 5: whole genome shotgun sequence"	"Cenchrus americanus"	"Cenchrus"	0.736928104575163	"2759"	"35493"	"4447"	"38820"	NA	NA
"dd659a5f-305d-4ff0-9c8e-c117a10cf1e6 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=26111 ch=412 start_time=2017-03-24T03:05:50Z barcode=barcode09"	"PW4"	"MNB09"	823	0.886018592251106	0.936904265551981	"March"	"gi|1273855645|gb|CP023765.1|"	83.33	198	33	11	108	299	64929544	64929352	172.859	"Solanum lycopersicum cultivar I-3 chromosome 9"	"Solanum lycopersicum"	"Solanum"	0.240583232077764	"2759"	"35493"	NA	"4069"	"4070"	NA
"0c1f8512-9a27-48b7-8733-81998b03e812 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=5374 ch=412 start_time=2017-03-23T10:08:17Z barcode=barcode09"	"PW4"	"MNB09"	1309	0.864890700369701	0.920567176527572	"March"	"gi|1032695773|gb|CM004365.1|"	85.14	1252	186	99	80	1262	34286200	34287421	1190.36	"Setaria italica cultivar TT8 chromosome II: whole genome shotgun sequence"	"Setaria italica"	"Setaria"	0.956455309396486	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"39210781-a3cb-4853-a004-fe5921e0422c runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=4603 ch=412 start_time=2017-03-23T09:12:40Z barcode=barcode09"	"PW4"	"MNB09"	495	0.913288180284327	0.96018928294465	"March"	"gi|1032695760|gb|CM004372.1|"	94.4	375	21	18	71	433	23732908	23732540	560.655	"Setaria italica cultivar TT8 chromosome IX: whole genome shotgun sequence"	"Setaria italica"	"Setaria"	0.757575757575758	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"6b3cb5c5-dd22-464f-8ebd-01c18cf1ba99 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=4995 ch=412 start_time=2017-03-23T09:29:42Z barcode=barcode09"	"PW4"	"MNB09"	1206	0.883252344470865	0.936904265551981	"March"	"gi|1201358460|gb|CM007983.1|"	78.27	497	108	47	294	773	57195454	57194988	276.271	"Cenchrus americanus cultivar Tift 23D2B1-P1-P5 chromosome 2: whole genome shotgun sequence"	"Cenchrus americanus"	"Cenchrus"	0.412106135986733	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"68f3b075-a950-43c6-80b9-562ee3351d0a runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=6908 ch=412 start_time=2017-03-23T14:33:44Z barcode=barcode09"	"PW4"	"MNB09"	412	0.907097632545807	0.949881276637273	"March"	"gi|1197977280|ref|NC_034692.1|"	86.85	365	48	28	71	412	116830	117189	383.377	"Piper nigrum plastid: complete genome"	"Piper nigrum"	"Piper"	0.885922330097087	"2759"	"35493"	NA	"16736"	"16739"	"13215"
"6a89faee-e068-431e-a9da-2ddd019c7937 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=6465 ch=412 start_time=2017-03-23T13:20:16Z barcode=barcode09"	"PW4"	"MNB09"	454	0.857064277369448	0.9	"March"	"gi|1201356497|gb|CM007985.1|"	85.5	131	19	13	248	366	182480962	182481091	124.846	"Cenchrus americanus cultivar Tift 23D2B1-P1-P5 chromosome 4: whole genome shotgun sequence"	"Cenchrus americanus"	"Cenchrus"	0.288546255506608	"2759"	"35493"	"4447"	"38820"	NA	NA
"8b246cce-5de3-40e4-9a1c-f7bf2606e201 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=6886 ch=412 start_time=2017-03-23T14:31:38Z barcode=barcode09"	"PW4"	"MNB09"	545	0.930672527917916	0.968377223398316	"March"	"gi|1198020474|ref|NC_034697.1|"	93.25	252	17	17	70	312	93379	93136	355.677	"Piper auritum plastid: complete genome"	"Piper auritum"	"Piper"	0.462385321100917	"2759"	"35493"	NA	NA	NA	NA
"3b67090c-54f0-4795-865f-3293f73c340e runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=2460 ch=413 start_time=2017-03-23T12:01:12Z barcode=barcode09"	"PW4"	"MNB09"	391	0.882987788764627	0.936904265551981	"March"	"gi|918020388|ref|NC_027728.1|"	87.55	257	32	19	82	325	98913	99163	279.964	"Rheum palmatum chloroplast: complete genome"	"Rheum palmatum"	"Rheum"	0.657289002557545	"2759"	"35493"	NA	NA	NA	NA
"a9d94603-aaba-43ff-b03d-ff64c74ff02a runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=1176 ch=414 start_time=2017-03-23T07:08:22Z barcode=barcode09"	"PW4"	"MNB09"	791	0.911806816083564	0.96018928294465	"March"	"gi|1032695763|gb|CM004370.1|"	82.07	435	78	42	323	733	22481033	22480617	333.517	"Setaria italica cultivar TT8 chromosome VII: whole genome shotgun sequence"	"Setaria italica"	"Setaria"	0.549936788874842	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"12872159-fd51-46d6-bd60-e0640534c1ae runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=37826 ch=414 start_time=2017-03-24T00:59:20Z barcode=barcode09"	"PW4"	"MNB09"	646	0.867179417816662	0.9	"March"	"gi|1197977280|ref|NC_034692.1|"	86.31	314	43	20	71	380	70459	70162	324.284	"Piper nigrum plastid: complete genome"	"Piper nigrum"	"Piper"	0.486068111455108	"2759"	"35493"	NA	"16736"	"16739"	NA
"8af77b72-8490-44e9-a638-9883fb12f5eb runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=38672 ch=414 start_time=2017-03-24T01:50:23Z barcode=barcode09"	"PW4"	"MNB09"	372	0.865305474857328	0.9	"March"	"gi|226726570|gb|FJ424435.1|"	82.47	251	44	19	72	310	722	965	202.405	"Peperomia ppucu-ppucu 18S ribosomal RNA gene: partial sequence; internal transcribed spacer 1: 5.8S ribosomal RNA gene: and internal transcribed spacer 2: complete sequence; and 26S ribosomal RNA gene: partial sequence"	"Peperomia ppucuppucu"	"Peperomia"	0.674731182795699	"2759"	"35493"	NA	NA	NA	NA
"c6b22009-75d9-4f7d-b8fd-b3a5f878cdc5 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=26528 ch=415 start_time=2017-03-24T01:38:05Z barcode=barcode09"	"PW4"	"MNB09"	400	0.900377089153356	0.949881276637273	"March"	"gi|1032695767|gb|CM004368.1|"	84.67	274	42	23	75	332	2175401	2175667	252.265	"Setaria italica cultivar TT8 chromosome V: whole genome shotgun sequence"	"Setaria italica"	"Setaria"	0.685	"2759"	"35493"	"4447"	"38820"	"4479"	"4554"
"808430d0-2269-4a8f-88e9-e46a4be2ff1a runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=2506 ch=416 start_time=2017-03-23T08:20:50Z barcode=barcode09"	"PW4"	"MNB09"	484	0.848291391957447	0.9	"March"	"gi|1201352396|gb|CM007988.1|"	76.36	313	74	35	112	407	118016836	118016542	135.926	"Cenchrus americanus cultivar Tift 23D2B1-P1-P5 chromosome 7: whole genome shotgun sequence"	"Cenchrus americanus"	"Cenchrus"	0.646694214876033	"2759"	"35493"	"4447"	"38820"	NA	NA
"53446dca-0b6a-4b7d-9bd3-feed43c8a106 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=6963 ch=416 start_time=2017-03-23T17:00:30Z barcode=barcode09"	"PW4"	"MNB09"	640	0.87233617375902	0.920567176527572	"March"	"gi|1032695771|gb|CM004366.1|"	85.31	524	77	33	75	581	55052093	55052600	510.796	"Setaria italica cultivar TT8 chromosome III: whole genome shotgun sequence"	"Setaria italica"	"Setaria"	0.81875	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"8382eba1-0f8d-4bd8-aac6-b383b5857054 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=4935 ch=416 start_time=2017-03-23T14:45:08Z barcode=barcode09"	"PW4"	"MNB09"	400	0.874565034419656	0.920567176527572	"March"	"gi|1201356166|gb|CM007986.1|"	83.81	278	45	22	74	338	4716397	4716665	244.878	"Cenchrus americanus cultivar Tift 23D2B1-P1-P5 chromosome 5: whole genome shotgun sequence"	"Cenchrus americanus"	"Cenchrus"	0.695	"2759"	"35493"	"4447"	"38820"	"4479"	"4583"
"89f2f311-616e-4866-bc64-2b38caab2195 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=9655 ch=416 start_time=2017-03-23T23:50:13Z barcode=barcode09"	"PW4"	"MNB09"	424	0.809252866066059	0.874107458820583	"March"	"gi|649132343|ref|NC_024171.1|"	85.62	320	46	28	43	340	94530	94217	311.357	"Cenchrus americanus plastid: complete genome"	"Cenchrus americanus"	"Cenchrus"	0.754716981132076	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"bf4bd634-4899-4bf3-8d43-31e27b2a41d6 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=23592 ch=418 start_time=2017-03-23T17:08:42Z barcode=barcode09"	"PW4"	"MNB09"	380	0.895042650318483	0.949881276637273	"March"	"gi|1016879603|ref|NC_028070.2|"	84.27	267	42	16	74	333	80306	80563	246.725	"Solanum nigrum chloroplast: complete genome"	"Solanum nigrum"	"Solanum"	0.702631578947368	"2759"	"35493"	NA	"4069"	"4070"	NA
"7d5d7e3d-b225-456b-b2b2-9fa696682df0 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=28017 ch=418 start_time=2017-03-24T00:55:37Z barcode=barcode09"	"PW4"	"MNB09"	1333	0.845650822045739	0.9	"March"	"gi|1032695765|gb|CM004369.1|"	88.42	380	44	24	94	462	4617381	4617747	436.93	"Setaria italica cultivar TT8 chromosome VI: whole genome shotgun sequence"	"Setaria italica"	"Setaria"	0.285071267816954	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"ed4f31f7-c171-48eb-a671-8ea9f1e8b3db runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=27282 ch=418 start_time=2017-03-24T00:21:51Z barcode=barcode09"	"PW4"	"MNB09"	541	0.91070118457466	0.96018928294465	"March"	"gi|1032695763|gb|CM004370.1|"	86.53	297	40	13	73	360	11974238	11973946	315.051	"Setaria italica cultivar TT8 chromosome VII: whole genome shotgun sequence"	"Setaria italica"	"Setaria"	0.548983364140481	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"6f6d8fad-1c87-48b5-8d74-865e447f8a0c runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=253 ch=41 start_time=2017-03-23T06:40:22Z barcode=barcode09"	"PW4"	"MNB09"	872	0.845528699198258	0.874107458820583	"March"	"gi|1139737723|gb|CM004355.2|"	82.52	326	57	35	116	430	32609144	32608843	254.111	"Zea mays subsp. mays cultivar W22 chromosome 8: whole genome shotgun sequence"	"Zea mays"	"Zea"	0.373853211009174	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"d3e27294-4e09-40fe-8e22-e2578da0af06 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=4748 ch=41 start_time=2017-03-23T23:23:42Z barcode=barcode09"	"PW4"	"MNB09"	613	0.913928149446951	0.96018928294465	"March"	"gi|1032695767|gb|CM004368.1|"	85.47	172	25	11	356	520	31010990	31011157	169.165	"Setaria italica cultivar TT8 chromosome V: whole genome shotgun sequence"	"Setaria italica"	"Setaria"	0.280587275693312	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"3ea4a2f9-a5ae-4b1a-9b04-6c08a3342e96 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=6419 ch=41 start_time=2017-03-24T01:01:37Z barcode=barcode09"	"PW4"	"MNB09"	1505	0.87657295866986	0.920567176527572	"March"	"gi|1032695776|gb|CM004364.1|"	76.39	466	110	65	71	493	41488361	41487918	191.325	"Setaria italica cultivar TT8 chromosome I: whole genome shotgun sequence"	"Setaria italica"	"Setaria"	0.309634551495017	"2759"	"35493"	"4447"	"38820"	NA	NA
"31c9b4e5-3ddc-4fc1-832c-6434a03a15d8 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=6792 ch=41 start_time=2017-03-24T01:47:17Z barcode=barcode09"	"PW4"	"MNB09"	845	0.898556291346167	0.936904265551981	"March"	"gi|1016879603|ref|NC_028070.2|"	90.43	742	71	52	76	784	77138	77860	929.985	"Solanum nigrum chloroplast: complete genome"	"Solanum nigrum"	"Solanum"	0.87810650887574	"2759"	"35493"	NA	NA	NA	NA
"40d53f3f-602d-48c3-8924-4c1fec34f033 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=1437 ch=420 start_time=2017-03-23T08:31:55Z barcode=barcode09"	"PW4"	"MNB09"	566	0.844895338181317	0.9	"March"	"gi|1201357974|gb|CM007984.1|"	82.2	455	81	36	80	509	288995289	288995732	359.37	"Cenchrus americanus cultivar Tift 23D2B1-P1-P5 chromosome 3: whole genome shotgun sequence"	"Cenchrus americanus"	"Cenchrus"	0.803886925795053	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"4a55e554-bbad-4a26-8643-5b3ea44a1cdb runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=11215 ch=420 start_time=2017-03-23T19:51:49Z barcode=barcode09"	"PW4"	"MNB09"	420	0.919738109427485	0.96018928294465	"March"	"gi|1197977280|ref|NC_034692.1|"	89.47	304	32	13	71	367	99884	100181	372.297	"Piper nigrum plastid: complete genome"	"Piper nigrum"	"Piper"	0.723809523809524	"2759"	"35493"	NA	NA	NA	NA
"b26f95af-8efd-4da4-8b4d-7935634ea54c runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=11525 ch=420 start_time=2017-03-23T20:34:13Z barcode=barcode09"	"PW4"	"MNB09"	533	0.889977568985445	0.936904265551981	"March"	"gi|1032695763|gb|CM004370.1|"	80.23	344	68	31	145	475	28656281	28655956	230.105	"Setaria italica cultivar TT8 chromosome VII: whole genome shotgun sequence"	"Setaria italica"	"Setaria"	0.645403377110694	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"994c154e-637e-4955-ac34-478832450b29 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=25210 ch=421 start_time=2017-03-23T18:53:08Z barcode=barcode09"	"PW4"	"MNB09"	438	0.876718270287316	0.936904265551981	"March"	"gi|1201354130|gb|CM007987.1|"	86.86	312	41	19	71	372	27024743	27024441	331.671	"Cenchrus americanus cultivar Tift 23D2B1-P1-P5 chromosome 6: whole genome shotgun sequence"	"Cenchrus americanus"	"Cenchrus"	0.712328767123288	"2759"	"35493"	"4447"	"38820"	"4479"	"4583"
"b4c44ff0-fbb7-421e-8698-0a6daafd1ca1 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=28893 ch=421 start_time=2017-03-23T23:58:49Z barcode=barcode09"	"PW4"	"MNB09"	551	0.844044937526508	0.9	"March"	"gi|1032695771|gb|CM004366.1|"	90.48	273	26	10	72	336	17425876	17425606	351.984	"Setaria italica cultivar TT8 chromosome III: whole genome shotgun sequence"	"Setaria italica"	"Setaria"	0.49546279491833	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"f853e736-09a1-43db-bdcd-20edd82256e7 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=29118 ch=421 start_time=2017-03-24T00:06:05Z barcode=barcode09"	"PW4"	"MNB09"	352	0.892254855388465	0.949881276637273	"March"	"gi|1198020474|ref|NC_034697.1|"	87.82	238	29	17	75	298	103467	103233	263.345	"Piper auritum plastid: complete genome"	"Piper auritum"	"Piper"	0.676136363636364	"2759"	"35493"	NA	NA	NA	NA
"35403957-3d1c-4cee-875a-772a84362667 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=31645 ch=421 start_time=2017-03-24T01:44:55Z barcode=barcode09"	"PW4"	"MNB09"	547	0.884759233778963	0.920567176527572	"March"	"gi|1043443902|ref|NC_030494.1|"	91.94	434	35	25	79	491	91362	91791	584.662	"Paspalidium geminatum voucher SI:Giussani 313 chloroplast: complete genome"	"Paspalidium geminatum"	"Paspalidium"	0.793418647166362	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"80d6801d-18db-4091-bd62-a55019806c8d runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=30582 ch=421 start_time=2017-03-24T00:54:39Z barcode=barcode09"	"PW4"	"MNB09"	497	0.888185587093986	0.920567176527572	"March"	"gi|1201356166|gb|CM007986.1|"	79.95	374	75	40	145	485	111201343	111201709	239.338	"Cenchrus americanus cultivar Tift 23D2B1-P1-P5 chromosome 5: whole genome shotgun sequence"	"Cenchrus americanus"	"Cenchrus"	0.75251509054326	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"2b9e0145-3f81-4e1a-8e55-68164d106bac runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=33395 ch=421 start_time=2017-03-24T03:20:08Z barcode=barcode09"	"PW4"	"MNB09"	502	0.874188258106021	0.920567176527572	"March"	"gi|1201362546|gb|CM007982.1|"	78.61	374	80	31	89	442	210053041	210053403	219.025	"Cenchrus americanus cultivar Tift 23D2B1-P1-P5 chromosome 1: whole genome shotgun sequence"	"Cenchrus americanus"	"Cenchrus"	0.745019920318725	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"ed7e8b08-661e-49ad-a9a0-7bba8d0fede1 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=4498 ch=421 start_time=2017-03-23T08:32:26Z barcode=barcode09"	"PW4"	"MNB09"	625	0.877225205990994	0.920567176527572	"March"	"gi|1201354130|gb|CM007987.1|"	83.96	536	86	47	69	576	178844529	178844013	470.169	"Cenchrus americanus cultivar Tift 23D2B1-P1-P5 chromosome 6: whole genome shotgun sequence"	"Cenchrus americanus"	"Cenchrus"	0.8576	"2759"	"35493"	"4447"	"38820"	"4479"	"4583"
"8dff8d93-ee65-436a-91e9-68496284227d runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=13723 ch=422 start_time=2017-03-23T13:57:20Z barcode=barcode09"	"PW4"	"MNB09"	459	0.89922414282316	0.949881276637273	"March"	"gi|1201358460|gb|CM007983.1|"	80.26	233	46	18	130	347	98200026	98200255	159.932	"Cenchrus americanus cultivar Tift 23D2B1-P1-P5 chromosome 2: whole genome shotgun sequence"	"Cenchrus americanus"	"Cenchrus"	0.507625272331155	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"e0879fcb-2877-4690-9563-1f4499bbdc34 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=12851 ch=422 start_time=2017-03-23T12:35:51Z barcode=barcode09"	"PW4"	"MNB09"	693	0.858890578704882	0.9	"March"	"gi|953903345|ref|NC_028455.1|"	82.19	466	83	42	78	529	28541217	28541654	363.064	"Setaria italica strain Yugu1 chromosome VI: Setaria_italica_v2.0: whole genome shotgun sequence"	"Setaria italica"	"Setaria"	0.672438672438672	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"fe097cd0-d010-44ce-8ad4-bc1058e20a8f runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=14373 ch=422 start_time=2017-03-23T15:08:32Z barcode=barcode09"	"PW4"	"MNB09"	558	0.899983595635958	0.949881276637273	"March"	"gi|953903357|ref|NC_028452.1|"	77.53	316	71	28	116	423	23044332	23044037	165.472	"Setaria italica strain Yugu1 chromosome III: Setaria_italica_v2.0: whole genome shotgun sequence"	"Setaria italica"	"Setaria"	0.566308243727599	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"02ccbcaf-5cc2-4465-a8d2-02e87281d7b4 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=15694 ch=422 start_time=2017-03-23T18:15:14Z barcode=barcode09"	"PW4"	"MNB09"	340	0.809953711239396	0.841510680753889	"March"	"gi|1201356497|gb|CM007985.1|"	81.68	202	37	21	102	288	36146624	36146819	148.852	"Cenchrus americanus cultivar Tift 23D2B1-P1-P5 chromosome 4: whole genome shotgun sequence"	"Cenchrus americanus"	"Cenchrus"	0.594117647058824	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"37e48163-e005-48f6-9091-915775d8c14a runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=33786 ch=423 start_time=2017-03-23T18:37:48Z barcode=barcode09"	"PW4"	"MNB09"	409	0.885362768111233	0.936904265551981	"March"	"gi|1032695760|gb|CM004372.1|"	86.49	296	40	25	76	355	54392962	54392676	302.124	"Setaria italica cultivar TT8 chromosome IX: whole genome shotgun sequence"	"Setaria italica"	"Setaria"	0.723716381418093	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"56ddb808-b8a1-4e6b-b487-4344dfcaa28a runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=32599 ch=423 start_time=2017-03-23T15:49:18Z barcode=barcode09"	"PW4"	"MNB09"	474	0.878715516290691	0.936904265551981	"March"	"gi|1201354130|gb|CM007987.1|"	83.33	186	31	6	88	270	156118165	156117983	167.319	"Cenchrus americanus cultivar Tift 23D2B1-P1-P5 chromosome 6: whole genome shotgun sequence"	"Cenchrus americanus"	"Cenchrus"	0.392405063291139	"2759"	"35493"	"4447"	"38820"	"4479"	NA
"a5762113-bcd3-4039-92bb-022aa0dfb886 runid=55872fc3895a9d8b9ff101f69f9078d43dabcb54 read=34786 ch=423 start_time=2017-03-23T23:03:23Z barcode=barcode09"	"PW4"	"MNB09"	611	0.865925279600719	0.920567176527572	"March"	"gi|1201358460|gb|CM007983.1|"	77.29	361	82	37	108	450	126925633	126925974	178.399	"Cenchrus americanus cultivar Tift 23D2B1-P1-P5 chromosome 2: whole genome shotgun sequence"	"Cenchrus americanus"	"Cenchrus"	0.590834697217676	"2759"	"35493"	"4447"	"38820"	NA	NA
